Results for U.S. Representative
,
Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Stewart,Paul,,,,02/27/1892,11/13/1950,2,U.S. Representative,Democrat,OK,3,01/03/1945,01/03/1947,Not specified,White,Unknown,Business or banking,,,,,,,
Stigler,William,Grady,,,07/07/1891,08/21/1952,2,U.S. Representative,Democrat,OK,2,01/03/1945,01/03/1953,Methodist,White,Unknown,Law,,,,,Army,National Guard-Oklahoma,
Stinson,K.,William,,,04/20/1930,,2,U.S. Representative,Republican,WA,7,01/09/1963,01/03/1965,Presbyterian,White,Unknown,Business or banking,Misc.,,,,Navy,,
Stivers,Steve,,,,03/24/1965,,2,U.S. Representative,Republican,OH,15,01/20/2011,01/03/2023,United Methodist,White,Master's degree,Business or banking,,,,,OH Army National Guard,,
Stockman,David,Alan,,,11/10/1946,,2,U.S. Representative,Republican,MI,4,01/04/1977,01/03/1981,Methodist,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Stockman,Lowell,,,,04/12/1901,08/09/1962,2,U.S. Representative,Republican,OR,2,01/03/1945,01/03/1953,Not specified,White,Bachelor's degree,Agriculture,Business or banking,Misc.,,,Did not serve,,
Stockman,Steve,,,,11/14/1956,,2,U.S. Representative,Republican,TX,36,01/03/2013,01/02/2015,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Stockman,Steve,,,,11/14/1956,,2,U.S. Representative,Republican,TX,9,01/04/1995,01/03/1997,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Stokes,Louis,,,,02/23/1925,08/18/2015,2,U.S. Representative,Democrat,OH,21,01/03/1969,01/04/1993,African Methodist Episcopalian,African American,Professional degree,Law,,,,,Army,,
Stokes,Louis,,,,02/23/1925,08/18/2015,2,U.S. Representative,Democrat,OH,11,01/05/1993,01/03/1999,African Methodist Episcopalian,African American,Professional degree,Law,,,,,Army,,
Strang,Michael,Lathrop,,,06/17/1929,01/12/2014,2,U.S. Representative,Republican,CO,3,01/03/1985,01/03/1987,Protestant,Not specified,Bachelor's degree,Agriculture,Business or banking,,,,Army,,
Stratton,Samuel,Studdiford,,,09/27/1916,09/13/1990,2,U.S. Representative,Democrat,NY,28,01/03/1973,01/02/1983,Presbyterian,White,Master's degree,Congressional Aide,Education,Journalism,,,Navy,,
Stratton,Samuel,Studdiford,,,09/27/1916,09/13/1990,2,U.S. Representative,Democrat,NY,23,01/03/1983,01/03/1989,Presbyterian,White,Master's degree,Congressional Aide,Education,Journalism,,,Navy,,
Stratton,Samuel,Studdiford,,,09/27/1916,09/13/1990,2,U.S. Representative,Democrat,NY,32,01/07/1959,01/08/1963,Presbyterian,White,Master's degree,Congressional Aide,Education,Journalism,,,Navy,,
Stratton,Samuel,Studdiford,,,09/27/1916,09/13/1990,2,U.S. Representative,Democrat,NY,35,01/09/1963,01/20/1971,Presbyterian,White,Master's degree,Congressional Aide,Education,Journalism,,,Navy,,
Stratton,Samuel,Studdiford,,,09/27/1916,09/13/1990,2,U.S. Representative,Democrat,NY,29,01/21/1971,01/02/1973,Presbyterian,White,Master's degree,Congressional Aide,Education,Journalism,,,Navy,,
Stratton,William,Grant,,,02/26/1914,03/02/2001,2,U.S. Representative,Republican,IL,AL,01/03/1947,01/03/1949,Not specified,White,Bachelor's degree,Public service/politics,,,,,Navy,,
Strickland,Marilyn,,,,09/25/1962,,1,U.S. Representative,Democrat,WA,10,01/03/2021,01/03/2023,Christian,African American,Master's degree,,,,,,,,
Strickland,Ted,,,,08/04/1941,,2,U.S. Representative,Democrat,OH,6,01/03/1997,01/03/2007,Methodist,White,Doctorate degree,Education,Medicine,,,,Did not serve,,
Strickland,Ted,,,,08/04/1941,,2,U.S. Representative,Democrat,OH,6,01/05/1993,01/03/1995,Methodist,White,Doctorate degree,Education,Medicine,,,,Did not serve,,
Stringfellow,Douglas,R.,,,09/24/1922,10/19/1966,2,U.S. Representative,Republican,UT,1,01/03/1953,01/03/1955,Mormon,White,Unknown,Journalism,,,,,Army,,
Stubblefield,Frank,Albert,,,04/05/1907,10/14/1977,2,U.S. Representative,Democrat,KY,1,01/07/1959,01/03/1975,Methodist,White,Bachelor's degree,Business or banking,,,,,Navy,,
Stuckey,Williamson,Sylvester,Jr.,,05/25/1935,,2,U.S. Representative,Democrat,GA,8,01/10/1967,01/03/1977,Episcopalian,White,Professional degree,Business or banking,,,,,Did not serve,,
Studds,Gerry,Eastman,,,05/12/1937,10/14/2006,2,U.S. Representative,Democrat,MA,12,01/03/1973,01/02/1983,Episcopalian,White,Bachelor's degree,Congressional Aide,Education,Public service/politics,,,Did not serve,,
Studds,Gerry,Eastman,,,05/12/1937,10/14/2006,2,U.S. Representative,Democrat,MA,10,01/03/1983,01/03/1997,Episcopalian,White,Bachelor's degree,Congressional Aide,Education,Public service/politics,,,Did not serve,,
Stump,Robert,Lee,,Bob,04/04/1927,06/20/2003,2,U.S. Representative,Republican,AZ,3,01/03/1983,01/03/2003,Seventh-Day Adventist,White,Bachelor's degree,Agriculture,,,,,Navy,,
Stump,Robert,Lee,,Bob,04/04/1927,06/20/2003,2,U.S. Representative,Democrat,AZ,3,01/04/1977,01/03/1983,Seventh-Day Adventist,White,Bachelor's degree,Agriculture,,,,,Navy,,
Stupak,Bart,T.,,,02/29/1952,,2,U.S. Representative,Democrat,MI,1,01/05/1993,01/03/2011,Roman Catholic,White,Professional degree,Law,Law Enforcement,,,,Did not serve,,
Stutzman,Marlin,,,,08/31/1976,,2,U.S. Representative,Republican,IN,3,01/03/2011,01/03/2017,Baptist,White,Unknown,Agriculture,Misc.,,,,Did not serve,,
Stutzman,Marlin,,,,08/31/1976,,2,U.S. Representative,Republican,IN,3,11/16/2010,01/03/2011,Baptist,White,Unknown,Agriculture,Misc.,,,,Did not serve,,
Sullivan,John,,,,01/01/1965,,2,U.S. Representative,Republican,OK,1,02/15/2002,01/03/2013,Roman Catholic,White,Bachelor's degree,Construction/building trades,Misc.,Real Estate,,,Did not serve,,
Sullivan,John,Berchmans,,,10/10/1897,01/29/1951,2,U.S. Representative,Democrat,MO,11,01/03/1941,01/03/1943,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Sullivan,John,Berchmans,,,10/10/1897,01/29/1951,2,U.S. Representative,Democrat,MO,11,01/03/1945,01/03/1947,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Sullivan,John,Berchmans,,,10/10/1897,01/29/1951,2,U.S. Representative,Democrat,MO,11,01/03/1949,01/29/1951,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Sullivan,Leonor,Kretzer,,,08/21/1903,09/01/1988,1,U.S. Representative,Democrat,MO,3,01/03/1953,01/03/1977,Roman Catholic,White,High School graduate,Congressional Aide,Education,,,,Did not serve,,
Sumner,Jessie,,,,07/17/1898,08/10/1994,2,U.S. Representative,Republican,IL,18,01/03/1945,01/03/1947,Not specified,White,Professional degree,Law,,,,,,,
Sumners,Hattan,W.,,,05/30/1875,04/19/1962,2,U.S. Representative,Democrat,TX,5,01/03/1945,01/03/1947,Not specified,White,High School graduate,Law,,,,,,,
Sundquist,Donald,Kenneth,,,03/15/1936,,2,U.S. Representative,Republican,TN,7,01/03/1983,01/03/1995,Lutheran,White,Bachelor's degree,Business or banking,Misc.,,,,Navy Reserve,,
Sundstrom,Frank,Leander,,,06/05/1901,05/23/1980,2,U.S. Representative,Republican,NJ,11,01/03/1945,01/03/1949,Not specified,White,Bachelor's degree,Business or banking,Journalism,Sports,,,Did not serve,,
Sununu,John,Edward,,,09/10/1964,,2,U.S. Representative,Republican,NH,1,01/07/1997,01/03/2003,Roman Catholic,White,Master's degree,Business or banking,Engineering,,,,Did not serve,,
Suozzi,Tom,,,,08/31/1962,,2,U.S. Representative,Democrat,NY,3,01/20/2017,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,,,
Sutton,Betty,,,,07/31/1963,,1,U.S. Representative,Democrat,OH,13,01/03/2007,01/03/2013,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Sutton,James,Patrick,,,10/31/1915,02/03/2005,2,U.S. Representative,Democrat,TN,7,01/03/1949,01/02/1953,Church of Christ,White,Bachelor's degree,Agriculture,Misc.,,,,Navy,,
Sutton,James,Patrick,,,10/31/1915,02/03/2005,2,U.S. Representative,Democrat,TN,6,01/03/1953,01/03/1955,Church of Christ,White,Bachelor's degree,Agriculture,Misc.,,,,Navy,,
Swalwell,Eric,,,,11/16/1980,,2,U.S. Representative,Democrat,CA,15,01/20/2013,01/03/2023,Christian,White,Professional degree,Law,,,,,Did not serve,,
Sweeney,David,McCann,,Mac,09/15/1955,,2,U.S. Representative,Republican,TX,14,01/03/1985,01/03/1989,Methodist,White,Bachelor's degree,Business or banking,Congressional Aide,,,,Did not serve,,
Sweeney,John,E.,,,08/09/1955,,2,U.S. Representative,Republican,NY,22,01/03/1999,01/03/2003,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Sweeney,John,E.,,,08/09/1955,,2,U.S. Representative,Republican,NY,20,01/03/2003,01/03/2007,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Sweeney,Robert,E.,,,11/04/1924,07/07/2007,2,U.S. Representative,Democrat,OH,AL,01/04/1965,01/03/1967,Roman Catholic,White,Professional degree,Law,,,,,World War II veteran,,
Swett,Dick,,,,05/01/1957,,2,U.S. Representative,Democrat,NH,2,01/03/1991,01/03/1995,Mormon,White,Bachelor's degree,Construction/building trades,Real Estate,,,,Did not serve,,
Swift,Allan,Byron,,,09/12/1935,04/20/2018,2,U.S. Representative,Democrat,WA,2,01/15/1979,01/03/1995,Unitarian,White,Bachelor's degree,Congressional Aide,Journalism,,,,Did not serve,,
Swindall,Patrick,Lynn,,,10/18/1950,07/11/2018,2,U.S. Representative,Republican,GA,4,01/03/1985,01/03/1989,Presbyterian,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Symington,James,Wadsworth,,,09/28/1927,,2,U.S. Representative,Democrat,MO,2,01/03/1969,01/03/1977,Episcopalian,White,Professional degree,Congressional Aide,Law,Public service/politics,,,Marine Corps,,
Symms,Stephen,Douglas,,,04/23/1938,,2,U.S. Representative,Republican,ID,1,01/03/1973,01/03/1981,Methodist,White,Professional degree,Agriculture,Business or banking,,,,Marine Corps,,
Synar,Michael,Lynn,,,10/17/1950,01/09/1996,2,U.S. Representative,Democrat,OK,2,01/15/1979,01/03/1995,Episcopalian,White,Professional degree,Agriculture,Law,Real Estate,,,Did not serve,,
Taber,John,,,,05/05/1880,11/22/1965,2,U.S. Representative,Republican,NY,38,01/03/1945,01/02/1953,Episcopalian,White,Bachelor's degree,Law,,,,,Did not serve,,
Taber,John,,,,05/05/1880,11/22/1965,2,U.S. Representative,Republican,NY,36,01/03/1953,01/03/1963,Episcopalian,White,Bachelor's degree,Law,,,,,Did not serve,,
Tackett,Boyd,,,,05/09/1911,02/23/1985,2,U.S. Representative,Democrat,AR,4,01/03/1949,01/03/1953,Methodist,White,Unknown,Law,,,,,Army,,
Taft,Robert,,Jr.,,02/26/1917,12/07/1993,4,U.S. Representative,Republican,OH,1,01/03/1967,01/03/1971,Episcopalian,White,Professional degree,Law,,,,,Navy,,
Taft,Robert,,Jr.,,02/26/1917,12/07/1993,4,U.S. Representative,Republican,OH,AL,01/09/1963,01/03/1965,Episcopalian,White,Professional degree,Law,,,,,Navy,,
Takai,Mark,,,,07/01/1967,07/20/2016,2,U.S. Representative,Democrat,HI,1,01/03/2015,07/20/2016,Christian,Not specified,Master's degree,,,,,,Hawaii National Guard,,
Takano,Mark,,,,12/10/1960,,2,U.S. Representative,Democrat,CA,41,01/20/2013,01/03/2023,Methodist,Asian American,Master's degree,Education,,,,,Did not serve,,
Talbot,Joseph,E.,,,03/18/1901,04/30/1966,2,U.S. Representative,Republican,CT,5,01/03/1945,01/03/1947,Not specified,White,Professional degree,Law,,,,,,,
Talcott,Burt,Lacklen,,,02/22/1920,07/29/2016,2,U.S. Representative,Republican,CA,12,01/09/1963,01/13/1975,Methodist,White,Professional degree,Law,,,,,Army Air Corps,,
Talcott,Burt,Lacklen,,,02/22/1920,07/29/2016,2,U.S. Representative,Republican,CA,16,01/14/1975,01/03/1977,Methodist,White,Professional degree,Law,,,,,Army Air Corps,,
Talent,James,M.,,,10/18/1956,,2,U.S. Representative,Republican,MO,2,01/05/1993,01/03/2001,Presbyterian,White,Professional degree,Law,,,,,Did not serve,,
Talle,Henry,Oscar,,,01/12/1892,03/14/1969,2,U.S. Representative,Republican,IA,2,01/03/1945,01/03/1959,Not specified,White,Unknown,Education,,,,,Navy,,
Tallon,Robert,Mooneyhan,Jr.,Robin,08/08/1946,,2,U.S. Representative,Democrat,SC,6,01/03/1983,01/03/1993,Methodist,White,High School graduate,Business or banking,Real Estate,,,,Did not serve,,
Tancredo,Thomas,G.,,,12/20/1945,,2,U.S. Representative,Republican,CO,6,01/03/1999,01/05/2009,Presbyterian,White,Bachelor's degree,Education,Misc.,,,,Did not serve,,
Tanner,John,S.,,,09/22/1944,,2,U.S. Representative,Democrat,TN,8,01/03/1989,01/03/2011,Disciples of Christ,White,Professional degree,Business or banking,Law,,,,National Guard,Navy,Navy
Tarver,Malcolm,C.,,,09/25/1885,03/05/1960,2,U.S. Representative,Democrat,GA,7,01/03/1945,01/03/1947,Not specified,White,Professional degree,Law,,,,,,,
Tate,Randy,,,,11/23/1965,,2,U.S. Representative,Republican,WA,9,01/04/1995,01/03/1997,Baptist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Tauke,Thomas,J.,,,10/11/1950,,2,U.S. Representative,Republican,IA,2,01/15/1979,01/03/1991,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Tauriello,Anthony,Francis,,,08/14/1899,12/21/1996,2,U.S. Representative,Democrat,NY,43,01/03/1949,01/03/1952,Roman Catholic,White,Professional degree,Business or banking,Law,Public service/politics,,,Did not serve,,
Tauscher,Ellen,O.,,,11/15/1951,04/29/2019,1,U.S. Representative,Democrat,CA,10,01/07/1997,06/26/2009,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Did not serve,,
Tauzin,Wilbert,J.,,Billy,06/14/1943,,2,U.S. Representative,Democrat,LA,3,05/17/1980,08/07/1995,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Tauzin,Wilbert,J.,,Billy,06/14/1943,,2,U.S. Representative,Republican,LA,3,08/08/1995,01/03/2005,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Taylor,Charles,H.,,,01/23/1941,,2,U.S. Representative,Republican,NC,11,01/03/1991,01/03/2007,Baptist,White,Professional degree,Agriculture,Business or banking,Public service/politics,,,Did not serve,,
Taylor,Dean,Park,,,01/01/1902,10/16/1977,2,U.S. Representative,Republican,NY,29,01/03/1943,01/03/1945,Methodist,White,Professional degree,Business or banking,Education,Law,,,Did not serve,,
Taylor,Dean,Park,,,01/01/1902,10/16/1977,2,U.S. Representative,Republican,NY,33,01/03/1945,01/02/1953,Methodist,White,Professional degree,Business or banking,Education,Law,,,Did not serve,,
Taylor,Dean,Park,,,01/01/1902,10/16/1977,2,U.S. Representative,Republican,NY,31,01/03/1953,01/03/1961,Methodist,White,Professional degree,Business or banking,Education,Law,,,Did not serve,,
Taylor,Gary,Eugene,,Gene,09/17/1953,,2,U.S. Representative,Democrat,MS,4,01/03/2003,01/03/2011,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Coast Guard Reserve,,
Taylor,Gary,Eugene,,Gene,09/17/1953,,2,U.S. Representative,Democrat,MS,5,10/17/1989,01/03/2003,Roman Catholic,White,Bachelor's degree,Business or banking,Public service/politics,,,,Coast Guard Reserve,,
Taylor,Gene,,,,02/10/1928,10/27/1998,2,U.S. Representative,Republican,MO,7,01/03/1973,01/03/1989,Methodist,White,High School graduate,Business or banking,,,,,National Guard,,
Taylor,Roy,Arthur,,,01/31/1910,11/28/1995,2,U.S. Representative,Democrat,NC,11,01/09/1963,01/03/1977,Baptist,White,Professional degree,Law,,,,,Navy,,
Taylor,Roy,Arthur,,,01/31/1910,11/28/1995,2,U.S. Representative,Democrat,NC,12,06/25/1960,01/08/1963,Baptist,White,Professional degree,Law,,,,,Navy,,
Taylor,Scott,,,,04/27/1979,,2,U.S. Representative,Republican,VA,2,01/03/2017,01/03/2019,Christian,White,Professional degree,Real Estate,,,,,,,
Taylor,Van,,,,08/01/1972,,2,U.S. Representative,Republican,TX,3,01/20/2019,01/03/2023,Episcopalian,White,Master's degree,,,,,,,,
Taylor Greene,Marjorie,,,,05/27/1974,,1,U.S. Representative,Republican,GA,14,01/03/2021,01/03/2023,Christian,Not specified,Bachelor's degree,,,,,,,,
Teague,Charles,McKevett,,,09/18/1909,03/05/1974,2,U.S. Representative,Republican,CA,13,01/05/1955,03/05/1974,Protestant,White,Professional degree,Law,,,,,Air Force,,
Teague,Harry,,,,06/29/1949,,2,U.S. Representative,Democrat,NM,2,01/06/2009,01/03/2011,Baptist,White,High School graduate,Business or banking,,,,,Did not serve,,
Teague,Olin,Earl,,,04/06/1910,01/23/1981,2,U.S. Representative,Democrat,TX,6,01/03/1947,12/31/1978,Baptist,White,Bachelor's degree,Public service/politics,,,,,Army,,
Tejeda,Frank,,,,10/02/1945,01/30/1997,2,U.S. Representative,Democrat,TX,28,01/05/1993,01/30/1997,Roman Catholic,Hispanic,Professional degree,Law,,,,,Marine Corps,Reserve,
Teller,Ludwig,,,,06/22/1911,10/04/1965,2,U.S. Representative,Democrat,NY,20,01/03/1957,01/03/1961,Jewish,White,Professional degree,Acting/entertainer,Education,Law,,,Navy,,
Tenney,Claudia,,,,02/04/1961,,1,U.S. Representative,Republican,NY,22,01/20/2017,01/03/2019,Not specified,White,Professional degree,Law,,,,,,,
Tenney,Claudia,,,,02/04/1961,,1,U.S. Representative,Republican,NY,22,02/11/2021,01/03/2023,Not specified,White,Professional degree,Law,,,,,,,
Tenzer,Herbert,,,,11/01/1905,03/24/1993,2,U.S. Representative,Democrat,NY,5,01/04/1965,01/03/1969,Jewish,White,Professional degree,Business or banking,Law,Real Estate,,,Did not serve,,
Terry,John,H.,,,11/14/1924,10/20/2001,2,U.S. Representative,Republican,NY,34,01/21/1971,01/03/1973,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Terry,Lee,Raymond,,,01/29/1962,,2,U.S. Representative,Republican,NE,2,01/03/1999,01/03/2015,Methodist,White,Professional degree,Law,,,,,Did not serve,,
Tewes,Donald,Edgar,,,08/04/1916,,2,U.S. Representative,Republican,WI,2,01/03/1957,01/03/1959,Lutheran,White,Professional degree,Business or banking,Law,,,,Air Force,,
Thom,William,R.,,,07/07/1885,08/28/1960,2,U.S. Representative,Democrat,OH,16,01/03/1945,01/03/1947,Not specified,White,Professional degree,Journalism,,,,,,,
Thomas,Albert,,,,04/12/1898,02/15/1966,2,U.S. Representative,Democrat,TX,8,01/03/1945,02/15/1966,Methodist,White,Professional degree,Law,,,,,Army,,
Thomas,Craig,,,,02/17/1933,06/04/2007,2,U.S. Representative,Republican,WY,AL,04/26/1989,01/03/1995,Methodist,White,Professional degree,Business or banking,,,,,Marine Corps,,
Thomas,John,Parnell,,,01/16/1895,11/19/1970,2,U.S. Representative,Republican,NJ,7,01/03/1937,01/02/1950,Not specified,White,High School graduate,Business or banking,Journalism,,,,Army,,
Thomas,Lera,Millard,,,08/03/1900,07/23/1993,1,U.S. Representative,Democrat,TX,8,03/30/1966,01/03/1967,Not specified,White,Unknown,,,,,,,,
Thomas,Robert,Lindsay,,,11/20/1943,,2,U.S. Representative,Democrat,GA,1,01/03/1983,01/03/1993,Methodist,White,Bachelor's degree,Agriculture,Business or banking,,,,Air National Guard-Georgia,,
Thomas,William,M.,,Bill,12/06/1941,,2,U.S. Representative,Republican,CA,20,01/03/1983,01/04/1993,Baptist,White,Master's degree,Education,,,,,Did not serve,,
Thomas,William,M.,,Bill,12/06/1941,,2,U.S. Representative,Republican,CA,22,01/03/2003,01/03/2007,Baptist,White,Master's degree,Education,,,,,Did not serve,,
Thomas,William,M.,,Bill,12/06/1941,,2,U.S. Representative,Republican,CA,21,01/05/1993,01/03/2003,Baptist,White,Master's degree,Education,,,,,Did not serve,,
Thomas,William,M.,,Bill,12/06/1941,,2,U.S. Representative,Republican,CA,18,01/15/1979,01/02/1983,Baptist,White,Master's degree,Education,,,,,Did not serve,,
Thomason,R.,Ewing,,,05/30/1879,11/08/1973,2,U.S. Representative,Democrat,TX,16,01/03/1945,07/31/1947,Not specified,White,Professional degree,Law,,,,,,,
Thompson,Bennie,G.,,,01/28/1948,,2,U.S. Representative,Democrat,MS,2,04/13/1993,01/03/2023,Methodist,African American,Master's degree,Education,,,,,Did not serve,,
Thompson,Clark,Wallace,,,08/06/1896,12/16/1981,2,U.S. Representative,Democrat,TX,7,06/24/1933,01/03/1935,Episcopalian,White,High School graduate,Business or banking,Misc.,Public service/politics,,,Marine Corps,,
Thompson,Clark,Wallace,,,08/06/1896,12/16/1981,2,U.S. Representative,Democrat,TX,9,08/23/1947,12/30/1966,Episcopalian,White,High School graduate,Business or banking,Misc.,Public service/politics,,,Marine Corps,,
Thompson,Frank,,Jr.,,07/26/1918,07/22/1989,2,U.S. Representative,Democrat,NJ,4,01/05/1955,01/03/1981,Roman Catholic,White,Unknown,Law,,,,,Navy,,
Thompson,Glenn,William,Jr.,G.T.,07/27/1959,,2,U.S. Representative,Republican,PA,5,01/06/2009,01/03/2019,Church of Christ,White,Master's degree,Medicine,,,,,Did not serve,,
